id,city,state,zip,region,gradeWalking,avgDaysOfEnjoyableWeather,avgInternetSpeed,avgPopulationDensity,percentDemocrat,percentGraduates,percentIndependent,percentNonReligious,percentReligious,percentRepublican,percentSingle,avgHomePrice,avgCostOfLiving,gradeAirQuality,gradeLowTraffic,gradeSafety,lat,lon,pizzaPlaceTotal,pizzaRatingAvg,group
343,Westminster,CO,80031,West,0.287356322,0.104294479,0.19047619,0.060146195,0.554216867,0.452054795,0.6,0.921052632,0.078947368,0.426829268,0.311111111,0.129781579,0.196575653,0.764705882,0.235294118,0.529411765,39.8366528,-105.0372046,134,4.18,0
344,Thornton,CO,80241,West,0.229885057,0.104294479,0.163265306,0.064974165,0.554216867,0.273972603,0.6,0.921052632,0.078947368,0.426829268,0.311111111,0.133017451,0.196575653,0.764705882,0,0.529411765,39.8680412,-104.9719243,137,4.14,0
345,Broomfield,CO,80020,West,0.218390805,0.104294479,0.176870748,0.023014226,0.493975904,0.589041096,0.4,0.842105263,0.157894737,0.5,0.266666667,0.16502947,0.203417861,1,0.294117647,0.705882353,39.9205411,-105.0866504,148,4.12,0
346,Springfield,OH,45503,Midwest,0.32183908,0.251533742,0.068027211,0.00736401,0.457831325,0.136986301,0.4,0.868421053,0.131578947,0.536585366,0.666666667,0.017450595,0.092126597,0.176470588,0.705882353,0,39.9242266,-83.8088171,86,4.1,0
347,Philadelphia,PA,19120,Northeast,0.764367816,0.220858896,0.149659864,0.150182405,0.903614458,0.260273973,0.2,0.618421053,0.381578947,0.097560976,0.8,0.069686814,0.296225436,0.176470588,0,0.294117647,39.9525839,-75.1652215,121,4.3,1
348,Toms River,NJ,8753,Northeast,0.195402299,0.226993865,0.231292517,0.025360403,0.373493976,0.369863014,0.2,0.631578947,0.368421053,0.634146341,0.355555556,0.078932162,0.292139568,0.705882353,0,0.529411765,39.9537358,-74.1979458,118,4.28,0
349,West Chester,PA,19382,Northeast,0.75862069,0.233128834,0.204081633,0.018064201,0.469879518,0.547945205,0.2,0.578947368,0.421052632,0.536585366,0.955555556,0.170807812,0.163142876,0.176470588,0.764705882,0.647058824,39.9606643,-75.6054882,145,4.27,0
350,Columbus,OH,43230,Midwest,0.344827586,0.214723926,0.108843537,0.045472422,0.602409639,0.397260274,0.4,0.815789474,0.184210526,0.390243902,0.622222222,0.061805154,0.081911927,0.411764706,0.647058824,0.294117647,39.9611755,-82.9987942,146,4.22,0
351,York,PA,17403,Northeast,0.689655172,0.17791411,0.156462585,0.016884332,0.34939759,0.068493151,0.2,0.723684211,0.276315789,0.658536585,0.755555556,0.022535537,0.163142876,0,0.470588235,0.411764706,39.9625984,-76.727745,99,4.15,0
352,Boulder,CO,80302,West,0.528735632,0.104294479,0.149659864,0.010673068,0.722891566,0.917808219,0.4,0.697368421,0.302631579,0.268292683,0.711111111,0.280018491,0.2716778,1,0.941176471,0.529411765,40.0149856,-105.2705456,119,3.98,1
353,Lancaster,PA,17603,Northeast,0.804597701,0.26993865,0.163265306,0.024912866,0.361445783,0.178082192,0.4,0.684210526,0.315789474,0.646341463,0.711111111,0.044262106,0.163142876,0,0.764705882,0.176470588,40.0378755,-76.3055144,106,4.22,0
354,Lakewood,NJ,8701,Northeast,0.505747126,0.325153374,0.170068027,0.050964916,0.373493976,0.287671233,0.2,0.631578947,0.368421053,0.634146341,0.355555556,0.133941985,0.305791556,0.705882353,0.705882353,0.882352941,40.082129,-74.2097014,138,4.3,0
355,Longmont,CO,80504,West,0.287356322,0.104294479,0.612244898,0.007635244,0.722891566,0.438356164,0.4,0.697368421,0.302631579,0.268292683,0.333333333,0.157402057,0.223879629,0.764705882,0.705882353,0.647058824,40.1672068,-105.1019275,86,4,1
356,Muncie,IN,47304,Midwest,0.287356322,0.257668712,0.108843537,0.007662368,0.481927711,0.205479452,0.4,0.960526316,0.039473684,0.5,0.733333333,0.023922339,0.090083663,0.411764706,0.764705882,0.235294118,40.1933767,-85.3863599,96,4.19,0
357,Trenton,NJ,8618,Northeast,0.689655172,0.226993865,0.210884354,0.034962095,0.698795181,0.068493151,0.2,0.644736842,0.355263158,0.304878049,0.755555556,0.024037906,0.244373825,0.705882353,0.411764706,0.411764706,40.2205824,-74.759717,151,4.3,1
358,Provo,UT,84604,West,0.413793103,0.073619632,0.870748299,0.009940735,0,0.438356164,0.4,0.131578947,0.868421053,1,0.466666667,0.096036057,0.066897983,0.882352941,0.941176471,0.647058824,40.2338438,-111.6585337,84,4.01,0
359,Harrisburg,PA,17112,Northeast,0.701149425,0.165644172,0.170068027,0.018782972,0.506024096,0.191780822,0.2,0.657894737,0.342105263,0.487804878,0.844444444,0.029007281,0.144691614,0,0.764705882,0.705882353,40.2731911,-76.8867008,104,4.16,0
360,Reading,PA,19606,Northeast,0.735632184,0.190184049,0.19047619,0.028357541,0.469879518,0.04109589,0.4,0.605263158,0.394736842,0.536585366,0.733333333,0.041904542,0.163142876,0,0.176470588,0.411764706,40.3356483,-75.9268747,101,4.19,0
361,Lafayette,IN,47909,Midwest,0.252873563,0.196319018,0.095238095,0.005275506,0.445783133,0.246575342,0.4,0.828947368,0.171052632,0.548780488,0.533333333,0.033167688,0.066184577,0.294117647,0.941176471,0.176470588,40.4167022,-86.8752869,81,4.01,0
362,Greeley,CO,80634,West,0.298850575,0.055214724,0.265306122,0.009588131,0.385542169,0.260273973,0.6,0.828947368,0.171052632,0.597560976,0.466666667,0.103894603,0.14880991,0.764705882,0.411764706,0.411764706,40.4233142,-104.7091322,80,4.12,0
363,Pittsburgh,PA,15237,Northeast,0.572413793,0.26993865,0.129251701,0.044835022,0.56626506,0.452054795,0.2,0.368421053,0.631578947,0.43902439,0.777777778,0.058130128,0.161067514,0,0.470588235,0.411764706,40.4406248,-79.9958864,78,4.01,0
364,Edison,NJ,8817,Northeast,0.448275862,0.245398773,0.163265306,0.04490283,0.638554217,0.506849315,0.2,0.526315789,0.473684211,0.365853659,0.222222222,0.150583613,0.29145859,0.705882353,0,0.705882353,40.5187154,-74.4120953,150,4.31,1
365,Woodbridge,NJ,7095,Northeast,0.482758621,0.337423313,0.244897959,0.065028412,0.638554217,0.452054795,0.2,0.526315789,0.473684211,0.365853659,0.288888889,0.102970068,0.29145859,0.705882353,0,0.705882353,40.5575986,-74.2846022,167,4.31,1
366,Sandy,UT,84092,West,0.275862069,0.110429448,0.265306122,0.019542428,0.34939759,0.479452055,0.6,0.434210526,0.578947368,0.634146341,0.088888889,0.132786317,0.166547766,0.941176471,0.529411765,0.470588235,40.5649781,-111.8389726,133,4.05,0
367,Fort Collins,CO,80525,West,0.252873563,0.09202454,0.25170068,0.010483204,0.493975904,0.657534247,0.6,0.802631579,0.197368421,0.487804878,0.488888889,0.148272276,0.14880991,1,0.882352941,0.647058824,40.5852602,-105.084423,88,4,0
368,Redding,CA,96003,West,0.183908046,0.122699387,0.142857143,0.003851526,0.289156627,0.205479452,0.4,1,0,0.707317073,0.333333333,0.101583266,0.475063234,1,1,0.235294118,40.5865396,-122.3916754,108,4.29,0
369,Allentown,PA,18102,Northeast,0.632183908,0.208588957,0.102040816,0.03698279,0.518072289,0.150684932,0.2,0.565789474,0.434210526,0.487804878,0.644444444,0.057205593,0.179518776,0,0.470588235,0.411764706,40.6022939,-75.4714098,113,4.3,0
370,Bethlehem,PA,18017,Northeast,0.517241379,0.208588957,0.074829932,0.029347546,0.506024096,0.260273973,0.2,0.421052632,0.578947368,0.5,0.711111111,0.071998151,0.179518776,0,0.529411765,0.529411765,40.6259316,-75.3704579,124,4.3,0
371,Elizabeth,NJ,7202,Northeast,0.770114943,0.245398773,0.170068027,0.124130355,0.674698795,0.068493151,0.2,0.460526316,0.539473684,0.329268293,0.644444444,0.113139951,0.326285751,0.529411765,0.235294118,0.470588235,40.6639916,-74.2107006,190,4.36,1
372,Brooklyn,NY,11226,Northeast,1,0.288343558,0.210884354,0.503654882,0.86746988,0.232876712,0.2,0.486842105,0.513157895,0.134146341,0.422222222,0.26938634,0.669628381,0.529411765,0,0.705882353,40.6781784,-73.9441579,126,4.35,1
373,Peoria,IL,61604,Midwest,0.310344828,0.220858896,0.170068027,0.017711597,0.493975904,0.356164384,0.4,0.671052632,0.328947368,0.5,0.533333333,0.031318618,0.14264868,0,0.764705882,0.294117647,40.6936488,-89.5889864,95,4.18,0
374,New York,NY,10025,Northeast,0.891954023,0.288343558,0.319727891,1,0.891566265,0.410958904,0.2,0.394736842,0.605263158,0.109756098,0.577777778,0.273546747,1,0.529411765,0,0.705882353,40.7127753,-74.0059728,129,4.36,1
375,Jersey City,NJ,7305,Northeast,0.855172414,0.300613497,0.156462585,0.227253618,0.807228916,0.506849315,0.2,0.5,0.5,0.195121951,0.511111111,0.149659078,0.345385563,0.529411765,0,0.647058824,40.7177545,-74.0431435,139,4.36,1
376,Newark,NJ,7104,Northeast,0.779310345,0.245398773,0.108843537,0.15513243,0.807228916,0.095890411,0.2,0.565789474,0.434210526,0.195121951,0.777777778,0.090488848,0.326285751,0.529411765,0,0.294117647,40.735657,-74.1723667,195,4.35,1
377,Mansfield,OH,44903,Midwest,0.229885057,0.263803681,0.040816327,0.005804413,0.34939759,0.109589041,0.4,0.815789474,0.184210526,0.646341463,0.622222222,0.020686467,0.095563915,0.235294118,1,0,40.75839,-82.5154471,86,4.25,0
378,Salt Lake City,UT,84118,West,0.517241379,0.116564417,0.163265306,0.021725864,0.34939759,0.547945205,0.6,0.434210526,0.578947368,0.634146341,0.577777778,0.127470242,0.13924379,0.941176471,0.705882353,0,40.7607793,-111.8910474,114,3.99,0
379,Canton,OH,44708,Midwest,0.425287356,0.18404908,0.068027211,0.022119153,0.469879518,0.150684932,0.4,0.631578947,0.368421053,0.524390244,0.577777778,0.034092222,0.121505934,0.294117647,0.647058824,0,40.7989473,-81.378447,119,4.12,0
380,Lincoln,NE,68516,Midwest,0.348275862,0.165644172,0.027210884,0.01369733,0.469879518,0.424657534,0.4,0.723684211,0.276315789,0.536585366,0.422222222,0.062290535,0.105097607,0.941176471,0.941176471,0.411764706,40.813616,-96.7025955,81,4.04,0
381,Bronx,NY,10467,Northeast,0.91954023,0.263803681,0.136054422,0.462047547,0.975903614,0.136986301,0,0.578947368,0.421052632,0.024390244,0.511111111,0.151970415,0.669628381,0.529411765,0,0.705882353,40.8447819,-73.8648268,170,4.35,1
382,Paterson,NJ,7501,Northeast,0.793103448,0.202453988,0.197278912,0.234997355,0.638554217,0.095890411,0.2,0.671052632,0.328947368,0.365853659,0.622222222,0.082630302,0.345385563,0.705882353,0.470588235,0.411764706,40.9167654,-74.171811,185,4.3,1
383,Yonkers,NY,10701,Northeast,0.701149425,0.263803681,0.19047619,0.155783392,0.602409639,0.342465753,0.2,0.394736842,0.605263158,0.390243902,0.533333333,0.15289495,0.558369544,0.529411765,0,0.764705882,40.9312099,-73.8987469,184,4.34,1
384,Stamford,CT,6902,Northeast,0.471264368,0.300613497,0.170068027,0.045431737,0.493975904,0.575342466,0.2,0.394736842,0.605263158,0.512195122,0.355555556,0.207904773,0.462092224,0.294117647,0.235294118,0.764705882,41.0534302,-73.5387341,147,4.33,1
385,Fort Wayne,IN,46835,Midwest,0.210344828,0.233128834,0.142857143,0.01369733,0.373493976,0.273972603,0.4,0.657894737,0.342105263,0.634146341,0.488888889,0.035016757,0.070302873,0.176470588,0.764705882,0.411764706,41.079273,-85.1393513,91,4.03,0
386,Akron,OH,44312,Midwest,0.390804598,0.288343558,0.095238095,0.025685884,0.56626506,0.191780822,0.2,0.697368421,0.302631579,0.43902439,0.755555556,0.027343118,0.179518776,0,0.705882353,0,41.0814447,-81.5190053,127,4.17,0
387,Youngstown,OH,44512,Midwest,0.298850575,0.226993865,0.074829932,0.021671617,0.638554217,0.082191781,0.2,0.460526316,0.539473684,0.365853659,0.8,0.023944528,0.0327518,0.176470588,0.647058824,0,41.0997803,-80.6495194,112,4.17,0
388,Bridgeport,CT,6606,Northeast,0.632183908,0.196319018,0.176870748,0.121797741,0.493975904,0.164383562,0.2,0.394736842,0.605263158,0.512195122,0.777777778,0.064601872,0.462092224,0.235294118,0.176470588,0.411764706,41.1792258,-73.1894384,128,4.28,1
389,Ogden,UT,84404,West,0.379310345,0.09202454,0.25170068,0.012870065,0.192771084,0.191780822,0.4,0.394736842,0.605263158,0.804878049,0.511111111,0.069686814,0.060055775,0.941176471,0.705882353,0.176470588,41.223,-111.9738304,89,4.05,0
390,Omaha,NE,68104,Midwest,0.357471264,0.18404908,0.149659864,0.030771526,0.445783133,0.383561644,0.2,0.605263158,0.394736842,0.56097561,0.555555556,0.067375477,0.099649783,0.647058824,0.882352941,0.235294118,41.2565369,-95.9345034,113,3.99,0
391,New Haven,CT,6511,Northeast,0.632183908,0.319018405,0.129251701,0.088774971,0.951807229,0.410958904,0.2,0.605263158,0.394736842,0.048780488,0.777777778,0.062290535,0.380893703,0.470588235,0.647058824,0,41.308274,-72.9278835,128,4.29,1
392,Scranton,PA,18504,Northeast,0.540229885,0.141104294,0.163265306,0.031408926,0.638554217,0.219178082,0.2,0.447368421,0.552631579,0.365853659,0.711111111,0.026695944,0.163142876,0,0.882352941,0.529411765,41.408969,-75.6624122,97,4.35,0
393,Cleveland,OH,44130,Midwest,0.537931034,0.294478528,0.06122449,0.054694387,0.710843373,0.136986301,0.2,0.552631579,0.447368421,0.292682927,0.888888889,0.014214723,0.165866788,0.235294118,0.294117647,0,41.49932,-81.6943605,143,4.07,0
394,Davenport,IA,52806,Midwest,0.344827586,0.220858896,0.149659864,0.012517461,0.554216867,0.273972603,0.2,0.684210526,0.315789474,0.451219512,0.488888889,0.046573443,0.15561969,0,0.941176471,0.235294118,41.5236437,-90.5776367,79,4.13,0
395,Joliet,IL,60435,Midwest,0.252873563,0.226993865,0.149659864,0.028411788,0.493975904,0.260273973,0.4,0.605263158,0.394736842,0.5,0.422222222,0.060903733,0.163823854,0.176470588,0,0.647058824,41.525031,-88.0817251,136,4.13,0
396,Waterbury,CT,6708,Northeast,0.425287356,0.27607362,0.149659864,0.052375334,0.951807229,0.123287671,0.2,0.605263158,0.394736842,0.048780488,0.577777778,0.038252629,0.360399507,0.470588235,0.411764706,0.294117647,41.5581525,-73.0514965,133,4.32,1
397,Des Moines,IA,50317,Midwest,0.365517241,0.257668712,0.088435374,0.026757259,0.554216867,0.287671233,0.4,0.684210526,0.315789474,0.43902439,0.466666667,0.045648908,0.086678773,0.764705882,0.882352941,0.176470588,41.5868353,-93.6249593,114,4,0
398,Plainfield,IL,60586,Midwest,0.068965517,0.282208589,0.163265306,0.022309017,0.493975904,0.602739726,0.4,0.605263158,0.394736842,0.5,0.111111111,0.094418121,0.163823854,0.176470588,0,0.882352941,41.632223,-88.2120315,144,4.09,0
399,New Bedford,MA,2740,Northeast,0.620689655,0.349693252,0.197278912,0.06604554,0.602409639,0.109589041,0.4,0.526315789,0.473684211,0.402439024,0.6,0.080041604,0.380893703,0.882352941,0.411764706,0.235294118,41.6362152,-70.934205,104,4.15,1
400,Toledo,OH,43615,Midwest,0.379310345,0.26993865,0.102040816,0.044116251,0.65060241,0.164383562,0.4,0.671052632,0.328947368,0.341463415,0.688888889,0.01652606,0.107853946,0.176470588,0.764705882,0,41.6528052,-83.5378674,114,4.02,0
401,South Bend,IN,46614,Midwest,0.367816092,0.257668712,0.102040816,0.014294045,0.493975904,0.301369863,0.4,0.736842105,0.263157895,0.512195122,0.577777778,0.018837397,0.084635839,0.176470588,0.764705882,0.176470588,41.6763545,-86.2519898,105,4.1,0
402,Elkhart,IN,46514,Midwest,0.287356322,0.251533742,0.115646259,0.013982126,0.313253012,0.109589041,0.4,0.815789474,0.184210526,0.695121951,0.577777778,0.040563966,0.084635839,0,0.705882353,0.647058824,41.6819935,-85.9766671,116,4.01,0
403,Naperville,IL,60540,Midwest,0.275862069,0.226993865,0.136054422,0.038054165,0.481927711,0.821917808,0.2,0.539473684,0.460526316,0.524390244,0.111111111,0.157517624,0.112620793,0.176470588,0,0.882352941,41.7508391,-88.1535352,141,4.26,0
404,Aurora,IL,60505,Midwest,0.310344828,0.263803681,0.142857143,0.052931364,0.481927711,0.315068493,0.4,0.578947368,0.421052632,0.524390244,0.333333333,0.07130475,0.208184707,0.176470588,0.176470588,0.764705882,41.7605849,-88.3200715,149,4.19,0
405,Hartford,CT,6106,Northeast,0.666666667,0.239263804,0.081632653,0.096206789,1,0.150684932,0.2,0.565789474,0.434210526,0,0.911111111,0.036403559,0.322848434,0.470588235,0.647058824,0.235294118,41.7658043,-72.6733723,112,4.27,1
406,Providence,RI,2909,Northeast,0.75862069,0.349693252,0.142857143,0.120658557,0.891566265,0.301369863,0.4,0.473684211,0.526315789,0.097560976,0.822222222,0.072460418,0.314676698,0.764705882,0.529411765,0.235294118,41.8239891,-71.4128343,106,4.27,1
407,Chicago,IL,60629,Midwest,0.744827586,0.331288344,0.156462585,0.163567815,0.771084337,0.410958904,0.2,0.552631579,0.447368421,0.231707317,0.688888889,0.113602219,0.255269473,0.176470588,0,0.294117647,41.8781136,-87.6297982,112,4.32,1
408,Cedar Rapids,IA,52402,Midwest,0.252873563,0.257668712,0.163265306,0.014077058,0.578313253,0.369863014,0.2,0.565789474,0.434210526,0.426829268,0.422222222,0.055818791,0.105778585,0.470588235,0.882352941,0.411764706,41.9778795,-91.6656232,89,4.09,0
409,Elgin,IL,60120,Midwest,0.32183908,0.214723926,0.210884354,0.022973541,0.481927711,0.246575342,0.4,0.578947368,0.421052632,0.524390244,0.355555556,0.069686814,0.169271678,0.176470588,0,0.705882353,42.0354084,-88.2825668,147,4.19,0
410,Brockton,MA,2301,Northeast,0.425287356,0.27607362,0.142857143,0.059400301,0.493975904,0.164383562,0.2,0.552631579,0.447368421,0.512195122,0.577777778,0.113371085,0.380893703,0.882352941,0,0.294117647,42.0834335,-71.0183787,163,4.24,1
411,Springfield,MA,1109,Northeast,0.528735632,0.122699387,0.12244898,0.066506638,0.409638554,0.178082192,0.4,0.460526316,0.539473684,0.585365854,0.733333333,0.052120652,0.092126597,0.941176471,0.529411765,0,42.1014831,-72.589811,105,4.22,0
412,Erie,PA,16509,Northeast,0.540229885,0.306748466,0.034013605,0.021278327,0.578313253,0.219178082,0.2,0.539473684,0.460526316,0.426829268,0.644444444,0.026233676,0.125591802,0.294117647,1,0.470588235,42.1292241,-80.085059,84,3.96,0
413,Ypsilanti,MI,48197,Midwest,0.528735632,0.257668712,0.163265306,0.017616665,0.686746988,0.397260274,0.2,0.881578947,0.118421053,0.317073171,1,0.06356177,0.114663727,0.235294118,0.764705882,0.411764706,42.2411499,-83.6129939,121,4.14,0
414,Jackson,MI,49201,Midwest,0.425287356,0.288343558,0.156462585,0.007092776,0.445783133,0.123287671,0.2,0.855263158,0.144736842,0.56097561,0.711111111,0.031318618,0.108534924,0,0.882352941,0,42.245869,-84.4013462,84,4.09,0
415,Quincy,MA,2169,Northeast,0.540229885,0.435582822,0.19047619,0.092423071,0.397590361,0.452054795,0.2,0.342105263,0.657894737,0.609756098,0.488888889,0.166762972,0.113301771,0.882352941,0,0.705882353,42.2528772,-71.0022705,153,4.24,0
416,Worcester,MA,1604,Northeast,0.505747126,0.214723926,0.142857143,0.064730054,0.710843373,0.328767123,0.4,0.565789474,0.434210526,0.280487805,0.688888889,0.087946377,0.224560607,0.941176471,0.411764706,0.294117647,42.2625932,-71.8022934,96,4.2,1
417,Rockford,IL,61107,Midwest,0.333333333,0.245398773,0.156462585,0.014795828,0.506024096,0.205479452,0.4,0.657894737,0.342105263,0.487804878,0.577777778,0.025158442,0.100330761,0.294117647,0.764705882,0,42.2711311,-89.0939952,109,4.09,0
418,Ann Arbor,MI,48103,Midwest,0.448275862,0.26993865,0.156462585,0.015026378,0.698795181,0.863013699,0.2,0.881578947,0.118421053,0.317073171,0.755555556,0.120166416,0.098287827,0.235294118,0.882352941,0.705882353,42.2808256,-83.7430378,124,4.13,0
419,Kalamazoo,MI,49009,Midwest,0.356321839,0.282208589,0.136054422,0.011351153,0.554216867,0.383561644,0.2,0.855263158,0.144736842,0.451219512,0.911111111,0.053946608,0.048446722,0.294117647,0.882352941,0.470588235,42.2917069,-85.5872286,90,3.93,0
420,Battle Creek,MI,49015,Midwest,0.252873563,0.294478528,0.210884354,0.006740171,0.481927711,0.232876712,0.2,0.881578947,0.118421053,0.524390244,0.511111111,0.044724373,0.068259939,0.235294118,0.941176471,0.294117647,42.3211522,-85.1797142,76,4.19,0
421,Dearborn,MI,48126,Midwest,0.517241379,0.282208589,0.136054422,0.054762195,0.759036145,0.273972603,0.2,0.815789474,0.184210526,0.243902439,0.355555556,0.04518664,0.119430573,0,0.882352941,0.470588235,42.3222599,-83.1763145,159,4.16,0
422,Detroit,MI,48228,Midwest,0.485057471,0.282208589,0.108843537,0.067510205,0.759036145,0.109589041,0.2,0.815789474,0.184210526,0.243902439,0.911111111,0,0.119430573,0,0.235294118,0,42.331427,-83.0457538,142,4.17,0
423,Boston,MA,2128,Northeast,0.798850575,0.220858896,0.156462585,0.232732549,0.819277108,0.520547945,0.4,0.526315789,0.473684211,0.182926829,0.822222222,0.256442852,0.43070238,0.882352941,0,0.470588235,42.3600825,-71.0588801,111,4.25,1
424,Waukegan,IL,60085,Midwest,0.402298851,0.190184049,0.12244898,0.047113389,0.518072289,0.164383562,0.2,0.539473684,0.460526316,0.475609756,0.422222222,0.048537155,0.163823854,0.176470588,0.235294118,0.470588235,42.3636331,-87.8447938,135,4.08,0
425,Livonia,MI,48154,Midwest,0.24137931,0.257668712,0.12244898,0.036575939,0.759036145,0.438356164,0.2,0.815789474,0.184210526,0.243902439,0.311111111,0.070149081,0.119430573,0,0.470588235,0.705882353,42.36837,-83.3527097,148,4.14,0
426,Cambridge,MA,2139,Northeast,0.885057471,0.220858896,0.176870748,0.223930998,0.638554217,0.945205479,0.4,0.342105263,0.657894737,0.365853659,0.755555556,0.314688547,0.46961541,0.882352941,0.411764706,0.529411765,42.3736158,-71.1097335,109,4.22,1
427,Warren,MI,48089,Midwest,0.356321839,0.282208589,0.163265306,0.052592321,0.506024096,0.150684932,0.2,0.736842105,0.263157895,0.512195122,0.511111111,0.041026234,0.0327518,0,0.411764706,0.529411765,42.5144566,-83.0146526,159,4.18,0
428,Sterling Heights,MI,48310,Midwest,0.24137931,0.27607362,0.136054422,0.047967777,0.506024096,0.301369863,0.2,0.736842105,0.263157895,0.512195122,0.311111111,0.072460418,0.094201959,0,0.176470588,0.705882353,42.5803122,-83.0302033,150,4.18,0
429,Kenosha,WI,53142,Midwest,0.390804598,0.282208589,0.06122449,0.019352564,0.554216867,0.260273973,0.2,0.684210526,0.315789474,0.451219512,0.488888889,0.057667861,0.196575653,0.705882353,0.294117647,0.647058824,42.5847425,-87.8211854,114,3.96,0
430,Clinton Township,MI,48038,Midwest,0.528735632,0.27607362,0.170068027,0.046530236,0.469879518,0.260273973,0.2,0.789473684,0.210526316,0.536585366,0.133333333,0.061366,0.053245995,0,0.176470588,0.647058824,42.5868882,-82.9195514,143,4.16,0
431,Lowell,MA,1852,Northeast,0.597701149,0.214723926,0.217687075,0.106133963,0.638554217,0.219178082,0.4,0.342105263,0.657894737,0.365853659,0.6,0.10435687,0.401355471,0.882352941,0.294117647,0.470588235,42.6334247,-71.3161718,155,4.15,1
432,Albany,NY,12203,Northeast,0.609195402,0.153374233,0.068027211,0.038989924,0.65060241,0.438356164,0.6,0.473684211,0.526315789,0.329268293,0.888888889,0.066890096,0.243660419,0.764705882,0.882352941,0.235294118,42.6525793,-73.7562317,122,4.06,0
433,Rochester,MI,48307,Midwest,0.75862069,0.27607362,0.136054422,0.024397521,0.530120482,0.726027397,0.2,0.684210526,0.315789474,0.487804878,0.288888889,0.155206287,0.165866788,0,0,0.941176471,42.680588,-83.1338214,156,4.16,0
434,Racine,WI,53402,Midwest,0.494252874,0.282208589,0.040816327,0.029767959,0.493975904,0.164383562,0.2,0.526315789,0.473684211,0.512195122,0.6,0.040748873,0.135157922,0.705882353,0.764705882,0.411764706,42.7261309,-87.7828523,99,3.97,0
435,Lansing,MI,48911,Midwest,0.344827586,0.27607362,0.095238095,0.022593813,0.638554217,0.273972603,0.2,0.789473684,0.210526316,0.365853659,0.733333333,0.055818791,0.053245995,0.411764706,0.882352941,0.294117647,42.732535,-84.5555347,83,4.07,0
436,Schenectady,NY,12303,Northeast,0.597701149,0.153374233,0.081632653,0.016911456,0.56626506,0.191780822,0.4,0.394736842,0.605263158,0.426829268,0.777777778,0.057436727,0.243660419,0.764705882,0.411764706,0.235294118,42.8142432,-73.9395687,133,4.02,0
437,Buffalo,NY,14221,Northeast,0.631034483,0.325153374,0.06122449,0.049540936,0.56626506,0.287671233,0.4,0.342105263,0.657894737,0.426829268,0.844444444,0.050040448,0.125591802,0.411764706,0.647058824,0,42.8864468,-78.8783689,120,4.2,0
438,Grand Rapids,MI,49504,Midwest,0.436781609,0.245398773,0.129251701,0.025685884,0.43373494,0.328767123,0.2,0.618421053,0.381578947,0.573170732,0.644444444,0.055795678,0.107853946,0.235294118,0.882352941,0.411764706,42.9633599,-85.6680863,115,4.14,0
439,Manchester,NH,3103,Northeast,0.436781609,0.134969325,0.19047619,0.043641591,0.530120482,0.301369863,0.4,0.552631579,0.447368421,0.463414634,0.6,0.085172772,0.274401712,1,0.647058824,0.294117647,42.9956397,-71.4547891,103,4.14,0
440,Waukesha,WI,53188,Midwest,0.287356322,0.165644172,0.068027211,0.014511032,0.265060241,0.424657534,0.2,0.434210526,0.565789474,0.743902439,0.377777778,0.088843176,0.158343602,0.705882353,0.529411765,0.705882353,43.0116784,-88.2314813,140,4.04,0
441,Flint,MI,48504,Midwest,0.344827586,0.245398773,0.156462585,0.02367875,0.65060241,0.082191781,0.2,0.828947368,0.171052632,0.353658537,0.866666667,0.006356177,0.019099812,0.411764706,0.411764706,0,43.0125274,-83.6874562,103,3.93,0
442,Milwaukee,WI,53215,Midwest,0.567816092,0.294478528,0.054421769,0.069164734,0.686746988,0.232876712,0.2,0.697368421,0.315789474,0.317073171,0.755555556,0.044470126,0.158343602,0.705882353,0.529411765,0,43.0389025,-87.9064736,106,4.03,0
443,Syracuse,NY,13210,Northeast,0.540229885,0.202453988,0.054421769,0.030893581,0.602409639,0.273972603,0.4,0.631578947,0.368421053,0.402439024,0.866666667,0.026695944,0.182923666,1,0.941176471,0.176470588,43.0481221,-76.1474244,100,4.08,0
444,Madison,WI,53711,Midwest,0.429885057,0.26993865,0.176870748,0.032236191,0.734939759,0.671232877,0.2,0.631578947,0.381578947,0.268292683,0.644444444,0.101236565,0.191808807,0.705882353,0.764705882,0.470588235,43.0730517,-89.4012302,97,3.99,1
445,Rochester,NY,14609,Northeast,0.585057471,0.208588957,0.047619048,0.040007052,0.578313253,0.260273973,0.4,0.605263158,0.394736842,0.414634146,0.866666667,0.042413036,0.165866788,0.764705882,0.705882353,0,43.1565779,-77.6088465,105,4.16,0
446,Muskegon,MI,49442,Midwest,0.356321839,0.306748466,0.034013605,0.011459647,0.578313253,0.082191781,0.2,0.855263158,0.144736842,0.426829268,0.822222222,0.03270542,0.0327518,0,0.764705882,0,43.2341813,-86.2483921,102,4.22,0
447,Saginaw,MI,48601,Midwest,0.344827586,0.245398773,0.136054422,0.008611687,0.554216867,0.082191781,0.2,0.671052632,0.328947368,0.463414634,0.8,0.02248931,0.079155587,0,0.764705882,0.235294118,43.4194699,-83.9508068,86,4.09,0
448,Idaho Falls,ID,83401,West,0.32183908,0,0.176870748,0.00292933,0.156626506,0.273972603,0.4,0.315789474,0.684210526,0.841463415,0.355555556,0.053507454,0.035475712,1,0.941176471,0.529411765,43.4926607,-112.0407584,102,4.17,0
