,city,state,zip,region,gradeWalking,avgDaysOfEnjoyableWeather,avgInternetSpeed,avgPopulationDensity,percentDemocrat,percentGraduates,percentIndependent,percentNonReligious,percentReligious,percentRepublican,percentSingle,avgHomePrice,avgCostOfLiving,gradeAirQuality,gradeLowTraffic,gradeSafety,lat,lon,pizzaPlaceTotal,pizzaRatingAvg,group
170,Duluth,GA,30096,South,0.18390804597701146,0.3067484662576687,0.12925170068027209,0.03088001952886611,0.4216867469879518,0.5205479452054793,0.2,0.7631578947368421,0.2368421052631579,0.5853658536585367,0.3555555555555556,0.10860973072922686,0.08735975095661197,0.29411764705882354,0.1764705882352941,0.6470588235294117,34.0028786,-84.1446376,154,4.15,2
171,Santa Monica,CA,90405,West,0.7816091954022989,1.0,0.2925170068027211,0.13971276292770252,0.7108433734939759,0.821917808219178,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.6888888888888889,0.6267190569744597,0.4750632336727413,0.0,0.4705882352941176,0.411764705882353,34.01945429999999,-118.4911912,164,4.31,1
172,La Puente,CA,91744,West,0.49425287356321845,1.0,0.19047619047619047,0.1088734285365556,0.7108433734939759,0.0821917808219178,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.4666666666666668,0.17693285565699757,0.4074842726506258,0.0,0.0,0.7647058823529411,34.0200114,-117.94950829999999,164,4.33,0
173,Roswell,GA,30075,South,0.1264367816091954,0.3067484662576687,0.1020408163265306,0.02822192386454562,0.6506024096385541,0.7123287671232876,0.2,0.5394736842105263,0.4605263157894736,0.35365853658536583,0.288888888888889,0.14827227551138333,0.16654776574356311,0.29411764705882354,0.1764705882352941,0.7058823529411764,34.0232431,-84.36155550000001,155,4.23,1
174,Kennesaw,GA,30144,South,0.16091954022988506,0.24539877300613494,0.19727891156462585,0.028574528391445274,0.397590361445783,0.43835616438356156,0.4,0.7105263157894738,0.2894736842105264,0.6097560975609757,0.4222222222222223,0.08355483647289957,0.08735975095661197,0.29411764705882354,0.0,0.7647058823529411,34.023433700000005,-84.6154897,143,4.12,2
175,Los Angeles,CA,90011,West,0.6195402298850575,1.0,0.23129251700680276,0.14950431940545453,0.7108433734939759,0.3698630136986301,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.5999999999999999,0.27320004622674215,0.4074842726506258,0.0,0.0,0.6470588235294117,34.0522342,-118.24368490000002,149,4.36,0
176,Pomona,CA,91766,West,0.4367816091954023,1.0,0.18367346938775514,0.08534385722229004,0.7108433734939759,0.1506849315068493,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.5555555555555554,0.1644516352710043,0.4074842726506258,0.0,0.1764705882352941,0.4705882352941176,34.055103,-117.7499909,143,4.3,0
177,Ontario,CA,91761,West,0.3563218390804598,0.2392638036809816,0.272108843537415,0.044319676688772264,0.506024096385542,0.12328767123287673,0.4,0.7631578947368421,0.2368421052631579,0.48780487804878053,0.3999999999999999,0.15358835086097308,0.2675595045074258,0.0,0.0,0.5294117647058822,34.0633443,-117.65088759999999,138,4.3,0
178,El Monte,CA,91732,West,0.5287356321839081,1.0,0.19727891156462585,0.14612745297476165,0.7108433734939759,0.0958904109589041,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.3999999999999999,0.19912169189876344,0.4074842726506258,0.0,0.0,0.7058823529411764,34.0686206,-118.02756670000001,164,4.31,0
179,West Covina,CA,91790,West,0.3563218390804598,1.0,0.19727891156462585,0.09004977148514315,0.7108433734939759,0.2602739726027397,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.4666666666666668,0.20490003467005663,0.4074842726506258,0.0,0.0,0.4705882352941176,34.0686208,-117.93895259999998,160,4.29,0
180,Alpharetta,GA,30022,South,0.11494252873563218,0.3067484662576687,0.163265306122449,0.02077654366193363,0.6506024096385541,0.8082191780821917,0.2,0.5394736842105263,0.4605263157894736,0.35365853658536583,0.15555555555555556,0.15936669363226627,0.08531681691419679,0.29411764705882354,0.4705882352941176,0.7058823529411764,34.07537620000001,-84.2940899,147,4.19,1
181,Fontana,CA,92335,West,0.25287356321839083,0.2331288343558282,0.23129251700680276,0.05333821554985964,0.506024096385542,0.136986301369863,0.4,0.7631578947368421,0.2368421052631579,0.48780487804878053,0.3999999999999999,0.14688547324627296,0.24437382450223744,1.0,0.0,0.7058823529411764,34.0922335,-117.435048,147,4.25,2
182,Rancho Cucamonga,CA,91730,West,0.31034482758620685,0.2392638036809816,0.13605442176870747,0.03745745012680202,0.506024096385542,0.3698630136986301,0.4,0.7631578947368421,0.2368421052631579,0.48780487804878053,0.37777777777777777,0.20605570322431527,0.2648355924508723,0.0,0.0,0.7058823529411764,34.10639889999999,-117.5931084,124,4.28,2
183,Rialto,CA,92376,West,0.25287356321839083,0.20858895705521474,0.22448979591836737,0.05777289556125148,0.506024096385542,0.0410958904109589,0.4,0.7631578947368421,0.2368421052631579,0.48780487804878053,0.4666666666666668,0.12747024153472786,0.24437382450223744,0.0,0.0,0.5294117647058822,34.1064001,-117.37032350000001,156,4.2,2
184,San Bernardino,CA,92404,West,0.33218390804597697,0.26993865030674846,0.2925170068027211,0.02652670979291265,0.506024096385542,0.0821917808219178,0.4,0.7631578947368421,0.2368421052631579,0.48780487804878053,0.6222222222222222,0.09488038830463423,0.44163045593099415,0.0,0.1764705882352941,0.1764705882352941,34.1083449,-117.2897652,135,4.12,0
185,Glendale,CA,91205,West,0.6436781609195402,1.0,0.17006802721088438,0.09125676390414582,0.7108433734939759,0.43835616438356156,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.288888888888889,0.31977348896336527,0.4074842726506258,0.0,0.29411764705882354,0.7647058823529411,34.1425078,-118.255075,142,4.39,0
186,Pasadena,CA,91104,West,0.5977011494252874,1.0,0.1564625850340136,0.08161438626469751,0.7108433734939759,0.6712328767123288,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.5555555555555554,0.31468854732462725,0.4074842726506258,0.0,0.29411764705882354,0.5294117647058822,34.1477849,-118.1445155,157,4.36,1
187,Thousand Oaks,CA,91360,West,0.25287356321839083,0.834355828220859,0.3333333333333333,0.0309207046665853,0.506024096385542,0.5890410958904109,0.4,0.7236842105263159,0.27631578947368424,0.48780487804878053,0.24444444444444446,0.30775453599907543,0.4750632336727413,0.6470588235294117,0.411764705882353,0.8823529411764706,34.1705609,-118.83759369999999,121,4.22,1
188,Burbank,CA,91505,West,0.6436781609195402,1.0,0.12925170068027209,0.08151945427668607,0.7108433734939759,0.4657534246575343,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.3555555555555556,0.3151508147463307,0.4074842726506258,0.0,0.23529411764705882,0.6470588235294117,34.18083920000001,-118.30896609999998,153,4.36,0
189,Florence,SC,29501,South,0.20689655172413793,0.22699386503067487,0.07482993197278913,0.004936463376595196,0.46987951807228906,0.3698630136986301,0.2,0.736842105263158,0.2631578947368421,0.5365853658536586,0.5111111111111113,0.053969721483878415,0.0900836630131655,0.0,0.8823529411764706,0.0,34.1954331,-79.7625625,86,4.04,2
190,Oxnard,CA,93033,West,0.47126436781609193,0.8957055214723928,0.3197278911564626,0.04516050286830221,0.506024096385542,0.1506849315068493,0.4,0.7236842105263159,0.27631578947368424,0.48780487804878053,0.4444444444444444,0.18756500635617704,0.06825993903625394,0.6470588235294117,0.4705882352941176,0.6470588235294117,34.1975048,-119.17705159999998,95,4.1,2
191,Wilmington,NC,28403,South,0.25287356321839083,0.4294478527607362,0.061224489795918366,0.01662665961457613,0.4457831325301204,0.49315068493150677,0.2,0.6973684210526316,0.3026315789473684,0.5609756097560976,0.5999999999999999,0.07893216225586502,0.1488099098514819,1.0,0.9411764705882353,0.1764705882352941,34.2103894,-77.88681170000001,85,4.1,2
192,Simi Valley,CA,93065,West,0.31034482758620685,0.834355828220859,0.29931972789115646,0.026404654379755078,0.506024096385542,0.3972602739726028,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.3111111111111111,0.22916907430948805,0.5481224463324469,0.0,0.0,0.8823529411764706,34.2694474,-118.78148200000001,134,4.17,0
193,Ventura,CA,93003,West,0.47126436781609193,0.8957055214723928,0.2585034013605442,0.006333319771620761,0.506024096385542,0.3287671232876712,0.4,0.7236842105263159,0.27631578947368424,0.48780487804878053,0.288888888888889,0.24299087021842133,0.4750632336727413,0.6470588235294117,0.5294117647058822,0.411764705882353,34.28049229999999,-119.2945199,93,4.24,0
194,Gainesville,GA,30506,South,0.2413793103448276,0.3067484662576687,0.12244897959183675,0.0075674356157695594,0.1325301204819277,0.2191780821917808,0.2,0.6973684210526316,0.3026315789473684,0.8780487804878049,0.5555555555555554,0.07893216225586502,0.13103962643491796,0.0,0.4705882352941176,0.29411764705882354,34.2978794,-83.8240663,94,4.04,2
195,Santa Clarita,CA,91350,West,0.26436781609195403,1.0,0.1564625850340136,0.004271939460515074,0.7108433734939759,0.3835616438356164,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.33333333333333326,0.20836704033283254,0.4750632336727413,0.7647058823529411,0.0,0.8823529411764706,34.3916641,-118.54258600000001,153,4.23,0
196,Santa Barbara,CA,93101,West,0.5632183908045977,0.8098159509202455,0.17687074829931976,0.011866498501430761,0.5662650602409638,0.5068493150684932,0.6,0.5789473684210527,0.4210526315789474,0.4146341463414634,0.4666666666666668,0.46030278516121576,0.4750632336727413,0.6470588235294117,1.0,0.4705882352941176,34.4208305,-119.69819009999999,88,4.31,1
197,Hesperia,CA,92345,West,0.03448275862068964,0.2392638036809816,0.14965986394557823,0.01095786375903549,0.506024096385542,0.0684931506849315,0.4,0.7631578947368421,0.2368421052631579,0.48780487804878053,0.48888888888888893,0.09788512654570669,0.2375316168363707,0.0,0.0,0.5294117647058822,34.4263886,-117.3008784,81,4.18,2
198,Anderson,SC,29621,South,0.2413793103448276,0.25153374233128833,0.11564625850340136,0.005723042705832892,0.25301204819277107,0.2191780821917808,0.4,0.5657894736842105,0.43421052631578944,0.7439024390243903,0.6444444444444444,0.057898994568357794,0.07098385109280758,0.411764705882353,0.8823529411764706,0.0,34.5034394,-82.6501332,86,4.18,2
199,Victorville,CA,92392,West,0.08045977011494251,0.2331288343558282,0.2108843537414966,0.02142750586544069,0.506024096385542,0.0958904109589041,0.4,0.7631578947368421,0.2368421052631579,0.48780487804878053,0.4666666666666668,0.08679070842482377,0.22387962902911984,0.0,0.0,0.411764705882353,34.5362184,-117.29276409999999,84,4.17,2
200,Palmdale,CA,93550,West,0.1264367816091954,1.0,0.3129251700680272,0.005573863867529192,0.7108433734939759,0.12328767123287673,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.48888888888888893,0.11660695712469665,0.4074842726506258,0.0,0.0,0.6470588235294117,34.5794343,-118.11646129999998,82,4.11,0
201,Lawton,OK,73505,South,0.2413793103448276,0.17177914110429449,0.06802721088435375,0.0031327556043777207,0.38554216867469876,0.1780821917808219,0.0,0.5657894736842105,0.43421052631578944,0.6463414634146342,0.4666666666666668,0.02530914133826418,0.10305467280627789,0.7647058823529411,1.0,0.0,34.6035669,-98.3959291,89,3.84,2
202,Lancaster,CA,93535,West,0.17241379310344826,1.0,0.2857142857142857,0.004543173711976349,0.7108433734939759,0.12328767123287673,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.5111111111111113,0.09788512654570669,0.4074842726506258,0.0,0.0,0.6470588235294117,34.6867846,-118.1541632,84,4.1,0
203,Huntsville,AL,35810,South,0.13793103448275865,0.21472392638036808,0.14285714285714285,0.009561007364009928,0.3614457831325301,0.49315068493150677,0.2,0.5921052631578948,0.40789473684210537,0.6463414634146342,0.5111111111111113,0.05581879117069224,0.10921590245800628,0.5294117647058822,0.8823529411764706,0.0,34.730368799999994,-86.5861037,93,4.04,2
204,Little Rock,AR,72204,South,0.2413793103448276,0.19631901840490795,0.09523809523809525,0.009615254214302182,0.5421686746987953,0.4657534246575343,0.4,0.5394736842105263,0.4605263157894736,0.45121951219512196,0.6444444444444444,0.061712700797411306,0.13515792204423116,0.1764705882352941,0.8823529411764706,0.0,34.7464809,-92.2895948,106,3.9,1
205,Greenville,SC,29615,South,0.3563218390804598,0.22085889570552147,0.11564625850340136,0.01811844799761314,0.30120481927710835,0.5205479452054793,0.4,0.5657894736842105,0.43421052631578944,0.6951219512195123,0.6888888888888889,0.07893216225586502,0.13583890005836952,0.411764705882353,0.9411764705882353,0.0,34.85261759999999,-82.3940104,109,4.1,2
206,Rock Hill,SC,29732,South,0.20689655172413793,0.22085889570552147,0.07482993197278913,0.008204836106703554,0.34939759036144574,0.2876712328767123,0.4,0.6578947368421053,0.34210526315789475,0.6585365853658537,0.5777777777777777,0.06506413960476136,0.1631428756728711,0.29411764705882354,0.411764705882353,0.29411764705882354,34.9248667,-81.02507840000001,100,3.98,2
207,Spartanburg,SC,29301,South,0.20689655172413793,0.27607361963190186,0.10884353741496598,0.008204836106703554,0.3373493975903614,0.31506849315068497,0.2,0.5394736842105263,0.4605263157894736,0.6707317073170732,0.7111111111111112,0.04345313764012481,0.05324599520072637,0.411764705882353,0.8823529411764706,0.0,34.949567200000004,-81.93204820000001,88,3.99,2
208,Santa Maria,CA,93458,West,0.4367816091954023,0.6687116564417178,0.23129251700680276,0.0029835767660740197,0.5662650602409638,0.0958904109589041,0.6,0.5789473684210527,0.4210526315789474,0.4146341463414634,0.4666666666666668,0.1505836126199006,0.4750632336727413,0.6470588235294117,0.7058823529411764,0.4705882352941176,34.953033700000006,-120.43571909999999,93,4.19,0
209,Chattanooga,TN,37421,South,0.19540229885057472,0.2392638036809816,0.7346938775510204,0.012558145842657012,0.3734939759036144,0.2876712328767123,0.6,0.5526315789473685,0.4473684210526316,0.6097560975609757,0.6444444444444444,0.049809314688547324,0.11534470458525192,0.29411764705882354,0.7647058823529411,0.0,35.0456297,-85.3096801,99,4.11,2
210,Fayetteville,NC,28314,South,0.09195402298850575,0.22085889570552147,0.07482993197278913,0.009140594274244952,0.6024096385542168,0.2465753424657534,0.2,0.855263157894737,0.1447368421052631,0.4146341463414634,0.4444444444444444,0.04195076851958858,0.08191192684350479,0.6470588235294117,0.7058823529411764,0.0,35.0526641,-78.87835849999998,88,3.89,2
211,Albuquerque,NM,87121,West,0.3402298850574713,0.15337423312883436,0.163265306122449,0.014931445542943164,0.5542168674698795,0.3972602739726028,1.0,0.5921052631578948,0.40789473684210537,0.40243902439024387,0.48888888888888893,0.07153588350860973,0.10305467280627789,1.0,0.7058823529411764,0.0,35.0843859,-106.65042199999999,105,4.12,2
212,Memphis,TN,38109,South,0.26436781609195403,0.20858895705521474,0.08843537414965986,0.025604513337944317,0.6385542168674698,0.2602739726027397,0.2,0.7763157894736842,0.22368421052631576,0.3780487804878049,0.7111111111111112,0.04421587888593551,0.05869381931383355,0.411764705882353,0.5294117647058822,0.0,35.1495343,-90.0489801,134,4.0,2
213,Cleveland,TN,37312,South,0.18390804597701146,0.22085889570552147,0.11564625850340136,0.004936463376595196,0.14457831325301201,0.273972602739726,0.2,0.5657894736842105,0.43421052631578944,0.8536585365853658,0.48888888888888893,0.049809314688547324,0.0757506971917764,0.29411764705882354,0.9411764705882353,0.0,35.1595182,-84.8766115,76,4.13,2
214,Amarillo,TX,79109,South,0.29885057471264365,0.09815950920245399,0.217687074829932,0.004651667412560859,0.20481927710843373,0.2328767123287671,0.2,0.1842105263157895,0.8157894736842104,0.8048780487804879,0.3999999999999999,0.04287530336299549,0.06894091705039229,1.0,0.8823529411764706,0.23529411764705882,35.2219971,-101.8312969,75,4.07,2
215,Norman,OK,73072,South,0.20689655172413793,0.20858895705521474,0.1564625850340136,0.007486065340331177,0.32530120481927705,0.5205479452054793,0.0,0.736842105263158,0.2631578947368421,0.6951219512195123,0.6222222222222222,0.06506413960476136,0.03819962384071596,0.7058823529411764,0.5294117647058822,0.6470588235294117,35.222566799999996,-97.4394777,123,3.89,2
216,Charlotte,NC,28269,South,0.16551724137931031,0.24539877300613494,0.11564625850340136,0.026418216092328143,0.6144578313253011,0.4794520547945205,0.2,0.6842105263157895,0.31578947368421056,0.39024390243902435,0.5111111111111113,0.08817751068993412,0.12763473636422595,0.29411764705882354,0.411764705882353,0.29411764705882354,35.2270869,-80.8431267,128,4.11,1
217,Gastonia,NC,28054,South,0.13793103448275865,0.2331288343558282,0.09523809523809525,0.012449652142072502,0.32530120481927705,0.2328767123287671,0.2,0.5657894736842105,0.43421052631578944,0.6829268292682927,0.3999999999999999,0.05813012827920953,0.12763473636422595,0.29411764705882354,0.23529411764705882,0.0,35.262082,-81.18730049999998,108,3.96,2
218,Bakersfield,CA,93307,West,0.2793103448275862,0.3619631901840491,0.054421768707482984,0.0071605842385776474,0.3373493975903614,0.2191780821917808,0.6,0.736842105263158,0.2631578947368421,0.6463414634146342,0.4222222222222223,0.08817751068993412,0.1958946754004799,0.0,0.411764705882353,0.23529411764705882,35.3732921,-119.0187125,92,4.04,2
219,Fort Smith,AR,72903,South,0.26436781609195403,0.25766871165644173,0.18367346938775514,0.014795828417212527,0.2409638554216867,0.1780821917808219,0.6,0.4078947368421053,0.5921052631578947,0.7439024390243903,0.3999999999999999,0.03732809430255402,0.025942019586224774,0.6470588235294117,1.0,0.0,35.385924200000005,-94.3985475,91,4.25,2
220,Concord,NC,28027,South,0.08045977011494251,0.24539877300613494,0.061224489795918366,0.007757299591792452,0.34939759036144574,0.3287671232876712,0.2,0.6315789473684211,0.3684210526315789,0.6585365853658537,0.2666666666666666,0.0770830925690512,0.12763473636422595,0.29411764705882354,0.23529411764705882,0.5294117647058822,35.4087517,-80.579511,102,3.98,2
221,Oklahoma City,OK,73160,South,0.24827586206896554,0.20858895705521474,0.14285714285714285,0.021834357242632604,0.38554216867469876,0.3287671232876712,0.0,0.44736842105263164,0.5526315789473686,0.6341463414634146,0.4222222222222223,0.06391216918987634,0.06689798300797711,0.6470588235294117,0.7058823529411764,0.0,35.4675602,-97.5164276,120,4.13,2
222,Asheville,NC,28806,South,0.28735632183908044,0.25153374233128833,0.12925170068027209,0.011961430489442208,0.5542168674698795,0.547945205479452,0.2,0.5921052631578948,0.40789473684210537,0.45121951219512196,0.6444444444444444,0.12377210216110021,0.15425773396458908,0.9411764705882353,0.7058823529411764,0.6470588235294117,35.5950581,-82.5514869,91,4.16,1
223,Greenville,NC,27858,South,0.2413793103448276,0.2883435582822086,0.29931972789115646,0.005994276957294167,0.5180722891566265,0.3972602739726028,0.2,0.8947368421052633,0.10526315789473684,0.48780487804878053,0.7555555555555558,0.0437998382064024,0.13583890005836952,0.8823529411764706,0.9411764705882353,0.23529411764705882,35.612660999999996,-77.3663538,82,4.19,2
224,Edmond,OK,73013,South,0.17241379310344826,0.20858895705521474,0.20408163265306123,0.010496765531551325,0.38554216867469876,0.6164383561643836,0.0,0.44736842105263164,0.5526315789473686,0.6341463414634146,0.288888888888889,0.09280018490696869,0.12559180232181077,0.7058823529411764,0.7058823529411764,0.7058823529411764,35.6528323,-97.47809540000002,116,4.05,1
225,Santa Fe,NM,87507,West,0.29885057471264365,0.1656441717791411,0.24489795918367346,0.0026580956643204906,0.7710843373493974,0.5205479452054793,0.8,0.6710526315789475,0.3289473684210526,0.1951219512195122,0.5999999999999999,0.15936669363226627,0.1488099098514819,1.0,0.9411764705882353,0.29411764705882354,35.686975200000006,-105.937799,79,4.08,1
226,Raleigh,NC,27610,South,0.2160919540229885,0.2331288343558282,0.13605442176870747,0.022322578895262898,0.5421686746987953,0.5753424657534245,0.2,0.736842105263158,0.2631578947368421,0.4634146341463415,0.5111111111111113,0.09418698717207905,0.1064595628769699,0.23529411764705882,0.7058823529411764,0.4705882352941176,35.7795897,-78.6381787,132,4.14,1
227,Cary,NC,27513,South,0.17241379310344826,0.22699386503067487,0.17006802721088438,0.03005275506190922,0.5421686746987953,0.7808219178082192,0.2,0.736842105263158,0.2631578947368421,0.4634146341463415,0.11111111111111105,0.14419045417774182,0.1215059342369803,0.23529411764705882,0.5294117647058822,0.8823529411764706,35.791540000000005,-78.78111690000001,126,4.15,1
228,Murfreesboro,TN,37130,South,0.14942528735632185,0.21472392638036808,0.14285714285714285,0.008855798310210614,0.32530120481927705,0.4246575342465753,0.4,0.8157894736842106,0.18421052631578944,0.6829268292682927,0.5111111111111113,0.09002658037674795,0.11262079252869828,0.23529411764705882,0.0,0.411764705882353,35.8456213,-86.39027,88,4.01,2
229,Chapel Hill,NC,27516,South,0.27586206896551724,0.22699386503067487,0.1020408163265306,0.00760812075348875,0.7228915662650601,0.9726027397260273,0.2,0.9210526315789473,0.0789473684210526,0.2682926829268293,0.6888888888888889,0.1663007049578181,0.0934885530838575,0.411764705882353,0.7647058823529411,0.7058823529411764,35.913199600000006,-79.05584449999999,107,4.08,1
230,Franklin,TN,37064,South,0.13793103448275865,0.18404907975460122,0.14285714285714285,0.004746599400572304,0.19277108433734935,0.7534246575342465,0.2,0.5921052631578948,0.40789473684210537,0.8170731707317074,0.15555555555555556,0.1967641280480758,0.12218691225111877,0.23529411764705882,0.1764705882352941,0.7647058823529411,35.9250637,-86.86888990000001,132,4.03,1
231,High Point,NC,27265,South,0.16091954022988506,0.31288343558282206,0.06802721088435375,0.014565279303470444,0.5783132530120481,0.31506849315068497,0.2,0.6973684210526316,0.3026315789473684,0.42682926829268286,0.4222222222222223,0.06036657806541084,0.22524158505739666,0.5294117647058822,0.4705882352941176,0.23529411764705882,35.955692299999995,-80.0053176,121,4.06,2
232,Knoxville,TN,37918,South,0.18390804597701146,0.25153374233128833,0.12244897959183675,0.013507465722771473,0.2891566265060241,0.3424657534246575,0.4,0.5,0.5,0.7073170731707318,0.6444444444444444,0.07003351438807351,0.06825993903625394,0.29411764705882354,0.7058823529411764,0.0,35.96063839999999,-83.9207392,117,4.08,2
233,Durham,NC,27713,South,0.20804597701149427,0.22699386503067487,0.061224489795918366,0.014795828417212527,0.7951807228915662,0.5890410958904109,0.2,0.8026315789473685,0.19736842105263158,0.20731707317073172,0.5333333333333332,0.09071998150930313,0.0934885530838575,0.411764705882353,0.5294117647058822,0.411764705882353,35.99403289999999,-78.898619,122,4.0,1
234,Henderson,NV,89052,West,0.20229885057471267,0.2392638036809816,0.23129251700680276,0.020464624272753165,0.5542168674698795,0.3424657534246575,0.4,0.8421052631578948,0.15789473684210525,0.43902439024390244,0.3999999999999999,0.10897954466658963,0.20818470717945392,0.6470588235294117,0.4705882352941176,0.7058823529411764,36.0395247,-114.9817213,134,4.17,2
235,Broken Arrow,OK,74012,South,0.09195402298850575,0.21472392638036808,0.13605442176870747,0.010144161004651668,0.3132530120481927,0.3561643835616438,0.0,0.5657894736842105,0.43421052631578944,0.7073170731707318,0.24444444444444446,0.06367733733965099,0.055969907257279905,0.7058823529411764,0.7058823529411764,0.7058823529411764,36.060949,-95.7974526,113,4.08,2
236,Greensboro,NC,27406,South,0.20689655172413793,0.20245398773006135,0.04761904761904763,0.017575979494690593,0.5783132530120481,0.41095890410958896,0.2,0.6973684210526316,0.3026315789473684,0.42682926829268286,0.5777777777777777,0.05766786085750606,0.22524158505739666,0.5294117647058822,0.7647058823529411,0.29411764705882354,36.072635399999996,-79.79197540000001,106,3.94,2
237,Winston Salem,NC,27107,South,0.13563218390804596,0.31288343558282206,0.17687074829931976,0.01669446817744145,0.5180722891566265,0.3972602739726028,0.2,0.6578947368421053,0.34210526315789475,0.48780487804878053,0.5777777777777777,0.044262105628105855,0.1283157143783643,0.411764705882353,0.7058823529411764,0.0,36.09985959999999,-80.24421600000001,104,4.06,2
238,Tulsa,OK,74133,South,0.29885057471264365,0.17791411042944782,0.1564625850340136,0.021251203601990863,0.3132530120481927,0.3424657534246575,0.0,0.5657894736842105,0.43421052631578944,0.7073170731707318,0.5111111111111113,0.05743672714665434,0.055969907257279905,0.411764705882353,0.8823529411764706,0.0,36.1539816,-95.992775,124,3.98,2
239,Nashville,TN,37211,South,0.18965517241379312,0.18404907975460122,0.14285714285714285,0.01989503234468449,0.5903614457831323,0.4246575342465753,0.4,0.6315789473684211,0.3684210526315789,0.4146341463414634,0.5999999999999999,0.08679070842482377,0.11262079252869828,0.23529411764705882,0.4705882352941176,0.23529411764705882,36.1626638,-86.78160159999999,106,4.07,2
240,Las Vegas,NV,89110,West,0.3287356321839081,0.26380368098159507,0.19727891156462585,0.008977853723368187,0.5542168674698795,0.2328767123287671,0.4,0.8421052631578948,0.15789473684210525,0.43902439024390244,0.5111111111111113,0.08447937131630649,0.20818470717945392,0.6470588235294117,0.5294117647058822,0.411764705882353,36.169941200000004,-115.13982959999998,119,4.25,2
241,North Las Vegas,NV,89031,West,0.23218390804597702,0.2331288343558282,0.23129251700680276,0.052836432184656286,0.5542168674698795,0.16438356164383564,0.4,0.8421052631578948,0.15789473684210525,0.43902439024390244,0.4444444444444444,0.07731422627990293,0.20818470717945392,0.6470588235294117,0.23529411764705882,0.4705882352941176,36.1988592,-115.1175013,148,4.16,2
242,Johnson City,TN,37601,South,0.16091954022988506,0.2883435582822086,0.07482993197278913,0.01048320381897826,0.2409638554216867,0.4246575342465753,0.4,0.605263157894737,0.3947368421052632,0.7560975609756099,0.5999999999999999,0.05304518664047151,0.1488099098514819,0.29411764705882354,0.7647058823529411,0.29411764705882354,36.3134397,-82.35347270000001,94,4.18,2
243,Visalia,CA,93291,West,0.29885057471264365,0.18404907975460122,0.18367346938775514,0.008055657268399853,0.3614457831325301,0.3013698630136986,0.4,0.6315789473684211,0.3684210526315789,0.6341463414634146,0.3999999999999999,0.08632844100312032,0.4750632336727413,0.0,0.7058823529411764,0.411764705882353,36.330228399999996,-119.2920585,88,4.19,0
244,Clarksville,TN,37042,South,0.06896551724137931,0.1595092024539877,0.08843537414965986,0.007526750478050369,0.4096385542168674,0.2465753424657534,0.4,0.7236842105263159,0.27631578947368424,0.5853658536585367,0.33333333333333326,0.06621980815902,0.11193981451455992,0.411764705882353,0.5294117647058822,0.4705882352941176,36.5297706,-87.3594528,89,3.95,2
245,Salinas,CA,93905,West,0.49425287356321845,0.6809815950920246,0.19727891156462585,0.007852231579803899,0.6746987951807228,0.0958904109589041,0.4,0.7236842105263159,0.27631578947368424,0.3170731707317073,0.48888888888888893,0.18987634346469434,0.07915558726246841,1.0,0.411764705882353,0.411764705882353,36.6777372,-121.6555013,90,4.06,2
246,Fresno,CA,93722,West,0.36896551724137927,0.19631901840490795,0.23129251700680276,0.019406810692054195,0.4578313253012048,0.1917808219178082,0.4,0.6842105263157895,0.31578947368421056,0.5487804878048781,0.5777777777777777,0.09187565006356177,0.2177508269018743,0.0,0.5294117647058822,0.23529411764705882,36.737798100000006,-119.78712469999999,111,4.15,2
247,Chesapeake,VA,23322,South,0.12413793103448276,0.3067484662576687,0.2653061224489796,0.008611687483895467,0.48192771084337344,0.3287671232876712,0.2,0.9342105263157895,0.06578947368421051,0.524390243902439,0.288888888888889,0.10666820755807235,0.14196770218561516,0.5294117647058822,0.23529411764705882,0.5294117647058822,36.7682088,-76.2874927,136,3.99,2
248,Clovis,CA,93611,West,0.27586206896551724,0.19631901840490795,0.23129251700680276,0.007364009927173604,0.4578313253012048,0.3013698630136986,0.4,0.6842105263157895,0.31578947368421056,0.5487804878048781,0.4666666666666668,0.12931931122154167,0.4750632336727413,0.0,0.8823529411764706,0.4705882352941176,36.8252277,-119.70291940000001,106,4.18,0
249,Portsmouth,VA,23703,South,0.28735632183908044,0.2883435582822086,0.20408163265306123,0.0382847145937589,0.7108433734939759,0.1917808219178082,0.2,0.8026315789473685,0.19736842105263158,0.2926829268292683,0.6666666666666667,0.05071073616086906,0.14196770218561516,0.5294117647058822,0.411764705882353,0.0,36.835425799999996,-76.29827420000001,132,4.03,0
